,text,label

acceptance criteria
  upgrade dependency libraries to versions without discovered vulnerabilities ",1

442,"the standard allocators jemalloc and tcmalloc have perthread tcmalloc and percore jemalloc caches which means they reasonably expect to allocate memory without locking which is the purpose of wiredtigers scratch buffer support

if mongodb is reasonably limited to those allocators in production systems we should measure if they are at least as fast as wiredtigers code if they are we should remove the wiredtiger scratch buffer code in favor of simply calling the standard memory allocation functions

this will simplify some wiredtiger code paths and stop wiredtiger from tying down memory in idle wtsession handles

alternatively if mongodb isnt limited to allocators that support lockfree allocation we could set  to not cache buffers or use some other mechanism to avoid caching buffers assuming we can figure out when were using a lockfree allocator",1

443,"suse   tests are failing with python 
code
  running auth tests over ssl with python 
   default dec    
   line   too many arguments
  traceback most recent call last
    file setuppy line  in 
      from setuptools import setup version as setuptoolsversion
  importerror no module named setuptools
  command failed command encountered problem error waiting on process  exit status 
  task completed  failure
code

this is caused by the following commit for  which removed ezsetuppy ",0

444,since the provideradd is called in a lot of tck tests this causes most of them to be broken,0

445,we disabled the column store tests in the coverage report enable them when they are working,1

446,we still use the term taskexecutor in some of our configoption descriptions we should replace it with taskmanager as this is the official term for the taskmanager component,1

447,"when you use the presto  filesystem with recoverable writers you get this exception

code
javalangunsupportedoperationexception this  file system implementation does not support recoverable writers
    at 
    at 
    at 
    at 
    at 
code

while this is technically correct its not really helpful to a user it does not propose a course of action eg use the hadoop  filesystem instead which is particularly important because this limitation isnt documented",1

448,the bugfix for this is in  which has apparently been put into mms onpremise  it doesnt appear to be listed on the mms onpremise  release notes pagecould it be added please,0

449,testonetooneatleastonceregularsink and testonetooneatleastoncecustomoperator in kafkaproducerexactlyonceitcase are disabled in  which are expected to be reactivated but never,1

450,"the test partitionrequestclientfactorytesttestthrowswhennetworkfailure fails on azure with

code
 sep    tests run  failures  errors  skipped  time elapsed  s  failure  in orgapacheflinkruntimeionetworknettypartitionrequestclientfactorytest
 sep    testthrowswhennetworkfailure  time elapsed  s   failure
 sep   javalangassertionerror expected exception orgapacheflinkruntimeionetworknettyexceptionremotetransportexception
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
 sep   	at 
code

",1

451,"there are currently  different ways to find the wtbtree handle in wiredtiger  session wtcursorbtreebtree and wtcursorbtreedhandlehandle and theyre not kept in sync

the wtcursorbtreedhandle field was added as part of s work in  and should always be available

we should remove the wtcursorbtreebtree field and change the btree layer code to use  to acquire the btree requiring the standard pattern of passing the current wtbtree reference as part of the wtsessionimpl structure

",1

452,the current endpoint configuration only allows for the configuration of a single encoder or decoder and so does not support scenarios that require more than a single encoder or decoder eg protobuf handlers with a frame decoders and encoders  the attached patch adds a couple of extra config params encoders and decoders that lookup lists of channelhandlers from the registry and adds each entry from these lists to the pipeline  the existing encoder and decoder params are still supported though the new params will override in the cases where both are supplied,0

453,plugins are executed in the wrong order causing packaging to occur before the dependency has been copied,1

454,"the following exception is being thrown indefinitely once a worker is lost
code
orgapacheflinkutilflinkexception multi task slot is not local and thus does not fulfill the colocation constraint
code

this is caused by  which is fixed in flink 

to unblock the release for stateful functions  which depends on flink 
for statefun  we can use the old legacy scheduler for the time being",0

455,with wtnoformat 	db  ycsb	collections  	objects  	avgobjsize  	datasize  	storagesize  	numextents  	indexes  	indexsize  	ok   dbusertablestats	ns  ycsbusertable	count  	size  	avgobjsize  	storagesize  	capped  false	wiredtiger      		totalindexsize  	indexsizes  		id  		ok   sure why indexes arent showing up on the db level since they show up in the collection fine,0

456,since the tests specifically tests the akkarpcsystemloader which relies on the flinkrpcakka jar to be available which runs in the package phase since  it needs to be an itcase,1

457,add documentation around usage of the selfservice project configuration in evergreen,0

458," 

host 
project 

testfetchebspricing    

testebspricecaching    




bf ticket generated by 
",0

459,we can significantly reduce the size of the compile ci artifact by removing the javadocs and nodemodules directory,1

460,in  citing performance read attributes are no longer typecast which changes the returned timezome from local time to utc,0

461,"the wiredtiger use of xxxi as the file name for inlined functions is a little odd generally the xxxi suffix is reserved for files that do not require preprocessing and in the case of msvc its a visual studio intermediate file that contains the output of the preprocessor

references 

were currently inconsistent some wiredtiger xxxh files contain inline functions some xxxi files contain defines

we could

 merge the xxxi files into xxxh files
 rename the xxxi files as something else for example xxxinlineh",1

462,and notify vendors of new feature,0

463,"hi
when i start for the first time the ops manager i receive this error

starting preflight checks
failure to connect to configured mongo instance configloadbalancefalse encryptedcredentialsfalse sslfalse dbnamemmsdb  error  serverused    ok    errmsg  not authorized on admin to execute command  listdatabases    code  
preflight checks failed service can not start

this is the machine configuration
 replica set with  machine  primary and  secondary
 machine for ops manager

i follow the documentation until  point
service iptables not running
sealinux not started
file hosts is configured with rigth name machine

tnx

giovanni

 ",0

464,"in debugging a very rare failure for randomdirectio ive added a bunch of logprintf calls most are in randomdirectio itself but there are a few inside the library and those need to be removed once the problem is resolved because they will affect anyall library users

all of the library internal debugging is in osposixosfsc search for calls in that file to wtlogprintf and remove them when it is time",1

465,"rename atlassianspringscannerexternaljar to atlassianspringscannerexternaltestjar to reduce confusion

we found a copypasted instance of it in a production plugin its purpose apparently confuses people ",0

466,scheduler needs to treat starting as the new live state open should we treat starting as a transient state with general timeout currently  minutes or treat it as a persistent live state instead,0

467,"the goal of this task is to guarantee that the long names flag is properly propagated through the different catalogcache loaders you can take a look at what we do for the allowmigrations flag as an inspiration

as part of this task it would be interesting to know if we have to keep this flag in the chunkmanager i feel that it is not needed because at the end this flag only affects to the ssccl but i would like to double check that

this task does not include replacing the code that decides whether the ssccl should use uuids or nsss based on the presenceabsence of timestamps",0

468,salvage and potentially import need to call rollbacktostable on single files after the system is up and running refactor the rollbacktostable code to support that possibility,1

469,"im seeing the following failure in format runs
code
    t failed rollback to stable copy cd   devnull  rm rf rollbackcopy  mkdir rollbackcopy  cp wiredtiger wt rollbackcopy fa
iled unknown error 
code
heres the config
code
    
      run parameters 
    
    
    
    
    backupincrementalblock
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    checkpointwiredtiger
    
    
    diskchecksumuncompressed
    
    
    
    
    
    
    
    
    
    
    
    
    loggingcompressionnone
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    runssourcetable
    
    
    runstyperowstore
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    wiredtigerconfig
    
    
    
code",1

470,"i would like to attempt to split apart the cell unpacking code into one function to unpack keyvalue cells and one function to unpack address cells

the cell unpacking code is a performance issue for workloads where were reading lots of pages into the cache for example readmostly workloads with point updates this has been noticed a few times for example theres extra work in the cell unpacking code to clear structure fields individually because clearing the structure as a whole had a measurable impact on performance

additionally the new validity window changes in  have significantly complicated the cell unpack code and likely slowed it down

additionally the validity window changes grew the cell unpack structure weve added  packed  values some of those new fields are value cell or address cell specific it would be preferable if we could detect at compile time if were using the wrong structure fields

finally the cell unpacking code is inlined so if we could decrease its size things should go faster

 ",1

471,here is the mail thread which discusses about it,0

472,some of our tests use small csv and json files which we could inline in the code instead of adding more files to test data,0

473,the wt utility has unnecessarily complicated sessionconnection handling,1

474,"panelbgcolorfafbfc
  summary

 disabled code for history store verification  this disabled code has remained in the sources for over a year since then the surrounding code has changed and there have been tickets that needed to modify the disabled code eg   

this disabled code should be removed  ifwhen we need to add this functionality well still be able to find the code in github
  motivation
 does this affect any team outside of wt

no

 

 acceptance criteria definition of done

all if  code labeled  or  is removed from wt source code
 testing

standard pr and evergreen tests pass

 
panel",1

475,"mongoid allows setting sockettimeout in mongoidyml this value applies universally to all queries and you cannot later override it

there is a method criterianotimeout which prevents databaseside timeout of cursors ie getmore however it does not apply to the sockettimeout setting

i would propose adding criteriasockettimeout which allows to override per query

in my use case i would set a low default value eg  seconds and then override known long running queries with a longer value eg  seconds or nil meaning no socket timeout",0

476,"we should update our testcontainers dependency to the latest version which is 

main benefits based on 

 better startup performance for all containers
 faster cassandra startup
 host port access for containers make hosts ports accessible to containers even after the container has started
 new azure cosmos db module",1

477,summary add diagnostic logging code to the generation drain function asserting we never wait more than a short period of time for a generation to drain,1

478,"atlassian connectors allows to create a subtask only by clicking create subtask from the other task context menu this way link to parent is set correctly 

currently we also allow to select subtask issue types when task is created without link standard way which results in an error when clicking submit 

we should either
 hide subtask types if there is no parent set standard issue creation or
 allow to set parent manually in the editor",0

479,when you do a distinct of a subtract you get back a normal rdd instead of a schema rdd even though the schema is unchanged,0

480,including  url and scm url are examples,0

481,"mvn compiletest currently fails because the copying of the flinkrpcakka jar is done in the generatesources phase

we should move this copying to the packaging phase",1

482,"this solves some problems we have with configuration values being invalid because they contain html entities especially visible for usernamepassword configuration security ldap 

the reason for encoding html entities is xss protection for the ui but instead of creating exceptions for single values that should be decoded we should in general only encode html entities when data is sent to the ui",1

483,"would be nice if i could pass in specif testprefix to test suite debug runs

code
 testdebugargsl uri make debug
code",0

484,"hey

we are a collaborative group of researchers from jetbrains research and oregon state university and we are testing our datadriven  which is based on the intellijs  framework and adjusts it using custom structuralreplace templates that express the adaptations required to perform the type changes

i want to apply several type changes using it and open the pr thus introducing primitive functional interfaces in order to prevent unnecessary boxing like booleansupplier instead supplier optionalint instead of optional predicate instead of function etc since it can affect the performance of the code effective java items  

the patch itself is already prepared because it is done automatically using the plugin so i guess i will need to open this ticket receive your approval and then open the pr

it would help us a lot to evaluate the usefulness of our approach

thank you in advance",1

485,we are waiting for jira to unlocked after import backup but it seems like jira does not get up,1

486,this would be very usefull to review the latest log entries maybe being able to filter them using regexp display the latest exception,0

487,"hi

we just brought our sqs utils project to github would be great if can bring it also to central

greetings",0

488,we should update to the latest version of  ,1

489,paranamer library provides support to get method parameter names at runtime  this is provided by default in  so we can remove this used in nexusjmx and nexusvalidation at the very least to reduce some code to maintain and runtime overhead,1

490,"a user rightfully asked on the list what flink guarantees crossminor versions 

id expect such information on this documentation page ",1

491," codecleanup
  orgapacheflinkruntimeexecutiongraphallverticesiterator  orgapacheflinkruntimeexecutiongrapharchivedexecutiongraphallverticesiterator",1

492,in  a builder is introduced to replace all the getserver variants this jira is the change in mapreduce,0

493,"both jwt passed in the header and the query string cause get restapilatestsearch to return a  unauthorized a test example can be found here


there are  places where documentation indicates this call should work


which generally indicates that get with jwt as query string should work on all get endpoints

and this


which explains the only difference between get  post is for long jql queries",0

494,"i am using text search between double quotes to search star system names in my  records the problem is that the query planner splits my search string into two terms trappist and  and performs a full scan of the collection which has a lot of names with  in it and the query goes over the  second timeout set for the web service accessing the database

it should be an instant find of  document but the query planner goes through all those  documents for nothing 

text   search   

check my attached query planner it has two ixscans and the terms are split into  

for a scan of the text trappist no  there is only one term and one ixscan and the query finishes in 

 ",0

495,"

code
aug    tests run  failures  errors  skipped  time elapsed  s  failure  in orgapacheflinktestcheckpointingsavepointitcase
aug    teststopwithsavepointwithdraincallsfinishbeforesnapshotstate  time elapsed  s   error
aug   javautilconcurrentexecutionexception orgapacheflinkruntimerestutilrestclientexception 
aug   	at 
aug   	at 
aug   	at 
aug   	at 
aug   	at 
aug   	at 
aug   	at 
aug   	at 
code",1

496,derbys jmx beans are useful although limited we should document their capabilities as well as how to disablerestrict access to them in securityconscious environments,0

497,"in  we hit a bug in version checking with a backup the initial fix in  was not sufficient when using the log path with a log path and using a backup directory between releases we did not detect the bad compatibility versions before creating the metadata and turtle file therefore when eventually the database was opened on a compatible release version it did not actually run recovery and reapply the records

 fixed it this ticket is to create a test to verify this condition

basically the test should follow  but try to open multiple times and use a log path",1

498,atlassian plugins is not loading its spring resources correctly for confluence  trunk in resin     error   dolog error starting   referer   url confluencesetupsetupembeddeddbdefaultaction  username anonymous  action setupembeddeddbdefaultorgosgiframeworkbundleexception unresolved constraint in bundle  package 	at 	at 	at 	at 	at 	at  ive attached the log files with debug logging activated for osgi and plugins,0

499,when a service object cannot be created due to a classloading issue an arraystoreexception is thorwn for aggregate dependency this message is a little bit misleading,0

500,"index builds are rarely configured with the  except in tests which attempt to manipulate the majority commit point  introduced an implicit majority wait to the collection scan phase for resumable index builds which makes resumable index builds incompatible with tests that disable the commit quorum

we should look into making index builds nonresumable when the commit quorum is disabled",0

501,"we are currently displaying a multitude of call to action buttons on the marketplace addon details page for ondemand  downloadenabled addons 

we should ab test variations of those buttons to see if adding  removing or changing text will lead to increased click ideally we could track to conversation with google analytics  optimizely but even getting the bare click statistics would be useful 

when we have the time to create a test jerry will outline some variations for the test not doing so now as there are still some open questions about the combinations hopefully someone else can implement as there may need to be some custom google events added to tracking out of his realm of expertise

john  assigning to you to prioritize 
",0

502,"pcapbatchreader throws npe with certain files 

apache drill select  from 
error executionerror error null

read failed for reader pcapbatchreader
fragment 



  javalangnullpointerexception null
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
     ",0

503,"when generating javadoc with  it fails with 

noformat
 failed to execute goal  defaultcli on project oakcommons execution defaultcli of goal  failed nullpointerexception  
noformat

both javadocjavadoc and javadocjar",0

504,"the module is in the same group decodecentricmulemodules as existing modules i published yesterday but it does not appear in mvncentral i can see it in the sonatype repository so it left my machine

 ",0

505,we havent built the heliumlevyx datasource support in wiredtiger in a long time theres no reason to continue to include it in the source tree,1

506,confluence has been upgraded to  in studio  this version on confluence now depends on version  of the hsqldbsince we instantiate the datasource via the container and pass it into the webapp via jndi the container has to know the concrete implementation class thus the studioconfluenceproducthandler currently just adds hsqldb  to the containers cp if you start up confluence  with that version you get bad sql grammar blub exceptionssince confluence ships the hsqldb version it depends on we should think about just identifying it in webinflib and add it to the containers cp instead of having hardcoded dependencies theres also a bug in hsqldb regarding high contention see  switching to  mitigates the problem have a look at  regarding configuring that,0

507,for any piece of content jira or confluence i would like to be to be able to make a single rest call and get all of the associate items for me to render that content in an iframe this includes the css js etc,0

508,the timingstressxxx configurations should be stripped from the base configuration file,1

509,"currently update on top of a prepared update will be successful using a transaction with readcommitted isolation but with a snapshot isolation transaction this will return prepareconflict error 
 the behaviour need to be consistent
 eg
codesessionbegintransactionisolationsnapshot


cursorupdate





    returns success no prepareconflict error 

code",1

510,"it appears that libmongoc does no sanitization of at least the platform field when building client metadata a log of the swift driver connecting to mongod reveals the following invalid json
code
 driver  name mongoc version   os  type darwin name macos version  architecture   platform    ccclang   cflags ldflags 
code",0

511,"add enough storage engine functionality to be able to
 run the record store unittest and pass it
 insert data and retrieve it using a collection scan
",0

512,"we have lots of warnings for the test makechecktest on  windows  cmake
noformat

  warning  function different const qualifiers
  warning  function different const qualifiers
  warning  function different const qualifiers
  warning  function different const qualifiers
noformat
it seems that the impacted function is wtrowleafkeyinfo

definition of done
  understand why the warning is raised
  check the functions signature and the arg types see if they match the arguments used when the function is called
  fix the warnings",1

513,rename testchecksys to testasserterrno flipping the sense of the test,1

514," snapshot  checking for updates from nexus
 repository metadata for snapshot  could not be retrieved from repository nexus due to an error error transferring file sunsecurityvalidatorvalidatorexception pkix path building failed sunsecurityprovidercertpathsuncertpathbuilderexception unable to find valid certification path to requested target
 repository nexus will be blacklisted",0

515,"theres some tech debt piling up in the requestreplyfunctiontest we need to revisit how were unit testing the requestreplyfunction

some outstanding issues
 were explicitly calling invoke with async results to simulate function responses with changes in  thats no longer always the case the first request is a blocking call this hints the fact that those unit tests are leaking implementation detail and thus making them hard to extend
 state restore is not properly mocked which becomes apparent in retrybatchonunkownasyncresponseafterrestore the states batch and requeststate starts again from fresh in that test to properly simulate a snapshot and restore we probably want to move all persisted state of requestreplyfunction including batch requeststate and the remote function values all into a separate wrapper class",1

516,"timestamps in wiredtiger can be configured to be larger than the default of 

if we are confident mongodb will never require timestamps larger than  removing support for timestamps other than  would simplify future work that will require timestamps being written to disk",1

517,"rework the runtime resolution for outer class members  classnoderesolver can find toplevel types in outer scripts  but it requires something additional to resolve members when processing semantic analysis phase for a class and a script is added and requires all phases of processing

there was quite a bit of code added to handle these cases individually  but it was quite complex and did not benefit the precompiled class users



   ",1

518,problemas reported in google groupsdatabase names called buy   did use buy dbdropdatabsefrom the logs it can be seensat jul    drop database buy sat jul    dbconfigdropdatabase buy sat jul    about to log metadata event  id  server  clientaddr na time new  what dropdatabasestart ns buy details   look good but next message it looks like the ns changedsat jul    about to log metadata event  id  server  clientaddr na time new  what dropcollectionstart ns  details   this message comes from  however the code path to here looks reasombale,0

519,migrate to flinkshadedforceshading allowing us to drop forceshading removing an annoying bit of our build setup,1

520,lsm logstructured mergetree is currently not used by mongodb but is part of the testformat program for configuration generation datasourcelsm it would be useful to disable lsm in the format test program to avoid lsm related test failures and noises ,1

521,"as part of the review feedback in pr  we noticed that there are a couple of existing filesystem factories that are manually copying relevant config entries from flink config  hadoop config as part of the factory configuration we already have an existing class to do this  hadoopconfigloader this jira is to track the work to update these existing file system factories to switch over to the hadoopconfigloader once the above pr is merged
factories that need to be fixed
ossfilesystemfactory
hadoopfsfactory ",1

522,"when a user has both fisheye and crucible licensed everything works fine
however when they have only one product licensed the license string will contain the word disabled in the license element for the nonlicensed product 

since upgrading the upm to  fisheye now logs this unfortunate warning at startup

we would like to roll out a fix for this in  of fecru to reduce customer concern about this warn

just like the check for null could you please also check for the string disabled and not log this warn 

is there any reason this entire message cant be logged as debug  

code
    info   fisheyecrucible  snapshot built on 
        info   starting upgrademanager
        info   fisheye commercial license registered to atlassian pty ltd
        info   starting database
        info   starting plugin system
        info    creating default users 
        info    done
        warn   unexpected error decoding stored license disabled
        info   server started on  http  https control port on 

code",0

523,"dependencymanagement entry
code

	orgscalalangmodules
	scalaparsercombinatorsscalabinaryversion
	

code

conceptually this should use akkascalabinaryversion

interestingly enough changing this breaks the build because maven then ignores the entry entirely only using the existing entry from the root pom i think theres some bug where if properties are used in artifactids then the properties references themselves must match in order to override them amazingly this even fails if you hardcode the scala version

adding a direct dependency on parsercombinators does fix the packaging problem but then we run into dependency convergence errors
what we can try is overriding scalabinaryversion instead maybe that does the trick
",1

524,textnormalize fills a static hashmap diachash from a method populatediachash called by the textnormalize constructorif the constructor is called from two different threads at the same time then the hashmap may be written by two concurrent threads which may and will cause infinite loopswe see the cpu at  and jstack shows  threads all stuck     runnable    javalangthreadstate runnable	at 	at 	at 	at  patch to fix this is attached it just moves the initialization to a static blockplease apply to the  and  branches,0

525,it would be good to do some basic verification of the historystore file in  we were getting keys outoforder and not noticing,1

526,we are sending txnnumber on find commands which is causing an error on  feature sets,0

527,"similar to  this one is also an aged plexus component



use case in utsits
 load a ldif file
 start up a ldap server
 use of ldapldaps protocols
 using ldap server from ldap realm of security

we might update the existing tooling or replace it with something like this
is wip but looks nice or just roll a very thing wrapper around apachedsopendswhatever

",1

528,migration from jcenter to maven central,0

529,"

codejava
dec    tests run  failures  errors  skipped  time elapsed  s  failure  in orgapacheflinktestsutilkafkasqlclientschemaregistryitcase
dec    orgapacheflinktestsutilkafkasqlclientschemaregistryitcasetestreading  time elapsed  s   error
dec   javaioioexception could not read expected number of messages
dec   	at 
dec   	at 
code

",1

530,"using wtreterrassert with wtpanic is insufficient

to panic the system calling one of the wtreterrassert macros with the wtpanic error isnt sufficient we need to call the underlying panic the system routine wtpanic

the best fix might be to add a wtpanicassert macro and review all places we set wtpanic

cc ",1

531,im getting some warning since some functions doesnt have declarations and are not static those functions should be static since they are used only in the file where they are definedi fixed it with  ,0

532,in batchwritecommandinsertjs we use remove to get a collection back to its initial empty state  if the collection has a lot of elements in it and we do at one point then we end up deleting them all one by one on the secondaries which puts a lot of load on the test infrastructure and causes spurious failures  we should drop the collection rather than remove unless theres a good reason to do otherwise  it appears the remove has been there since the test was created,0

533,the causallyconsistenthedgedreadsjscorepassthrough causallyconsistentreadconcernsnapshotpassthrough and shardedcausallyconsistentreadconcernsnapshotpassthrough tasks have all been observed to fail due to an excessive number of resmokepy jobs  the failures have been a mixture of slow resmokepy logging and having too many files open on the system reducing the number of resmokepy jobs should address both of these issues,0

534,"i am using a  replica set and im probably missing something in my configuration

when i simulate a crash of mongodb process restarting the process on one of the mongodb servers it seems to be considered dead by the mongodb driver and is not queried anymore so that when all  servers have been restarted i get absolutely no response anymore even though they are alive

what i am using for connection  
var url  
var options  
mongoclientconnect url options function err db  
 treatment here


the connection is successful and the reads are being made to the secondaries until both secondaries are down

this does not seems logic to me so i think i missed something

thank you",0

535,checking for nonexisting resources is not completely implemented in   a correct check would look at the resources class and the type however the previous solution only checks the former,0

536,"

codejava
 javaiointerruptedioexception call interrupted
 	at  
 	at  
 	at  
 	at  
 	at  
 	at  source 
 	at  
 	at  method 
 	at  
 	at  
 
 	at 
 	at 
 	at 
 	at  method
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 	at 
 
code
",1

537,"scavro is an  plugin for automatically calling
avro code generation and a thin scala wrapper for reading and writing
 files

the two components can work fully independently so one can use the sbt plugin
to automate avros java code generation and use the default
specificdatumwriter api supplied by avro",0

538,arviewer 라이브러리 배포 처리용 maven central 구축,0

539,"hi

weve been hosting gosu in our own repo but wed like to move it into the main community repo in the next release so its fallen to me to figure out how to do that  

we have a few different components that wed like to publish under the gosu group id language core language api etc",0

540,columnstore release compatibility testing was turned off in ,1

541,这是一个多数据源切换的工具，帮助更多人实现开解开发,0

542,java  deprecates the comsunsourcedoctree package in favor of jdkjavadocdoclet  the drivers custom taglet support for mongodbserverrelease and mongodbdrivermanual should be upgraded to use the new package,0

543,"as one of the core values of arrow is to make data portable it would be great to have a documentation section on how to connect across languages

connecting through pipes files or networking is fairly straightforward but we dont document how to connect using shared memory or even how to connect using cross language communication through the c api

it would be good to have at least docs for how to do that across pythonjava pythonr pythonc",0

544,"with  there is now a redundancy in information and action with the iocapacity configuration setting there is a background thread that walks the file handles in the oscommon code the file handle now contains a written field that is incremented when wtwrite is called and cleared when the handle is synced by the capacity background thread

similarly there is support for oscachedirtymax and oscachemax settings on a table when data is written to a table the block manager code increments blockoscachedirty and will sync the file handle associated with that table

that is now the samevery similar information being kept in two locations the block manager code should be modified to use or call into the file handle code to use its mechanism",1

545,a library that can be uses to crawl pixiv illustration and novel info,0

546,"please add the user rayzalando

i will publish some artifacts to under dezalando  orgzalando namespace

thank you
",0

547,we should check the model filter condition in case of someone make use of it to do sql injection to hive since it is a string embed into a where clause we simply forbid it to include  character except it is within a pair of quotations resolved please refer tocommit  xiaqing date   fri jun         check sql injection in filter condition,0

548,gce offers persistent disk storage to go along with your instances either as a single root volume or with multiple disks attached to an instance gce’s persistent disks pd already stripe data across a very large number of volumes shere is no need to do it yourself mongodb journal data is small and putting it on its own disk means either creating a small disk with insufficient performance or creating a large disk that goes mostly unused put your mongodb journal files on the same disk as your data putting your mongodb journal files on a small persistent disk will dramatically decrease performance of database writesshere should where there,0

549,we should support detection of whether or not spring is on the classpath if it is not we should choose the extensionmanagerbus if it is we should choose the springbusfactory,0

550, as admin change a config but do not perform the  create a test user  login as test  in host details page operation to restart is shown should not be shown ,0

551,please grant acces for user mki for project comquasiris,0

552,proxy authentication is not working when using https a proxy without authentication does work when  was build without curl in a build with curl proxy is ignored  with or without authentication  for build without curl  in httpsenderc  is called after  without checking if send call succeeded in httpclientc   proxy authentication data should be passed in connectstringif  inauthenticationstring     connectstring   envallocator                                                             axutilstrlenhost                                                                axutilstrleninauthenticationstring                                                                       sprintfconnectstring connect sd  srnrn host port inauthenticationstring else    connectstring   envallocator                                                            axutilstrlenhost                                                                      sprintfconnectstring connect sd  host portauthentication string can be obtained from  i added output parameter to get italso when  returns  response should be processed to get the authentication type if    env allocator connectstring        axutilstreamfreetmpstream env        return   thestatuscode   env     if    thestatuscode       if    thestatuscode                clientresponse                        memsetstrheader            endofline            while  read      endofheaders                          while   read  axutilstreamread tmpstream env tmpbuf                                                                                               tmpbuf                      assert  axutilstrlen strheader                          strcatstrheader tmpbuf                    if   strstrstrheader                                             endofline                          break                                                    if   endofline                                    if   axutilstrcmpstrheader                                             endofheaders                                          else                                             tmpheader   strheader                        memsetstrheader                          if tmpheader                                                                                                                      env tmpheader                                                                            endofline                                       connectstring         statusline env          axutilstreamfreetmpstream env        return thestatuscode return the status code because is checked in httpsendercas shown in above code the http status code must be returned in case of an error  because in httpsender the return value of  will be checked to see if value is equal to  these changes i have been able to get only a part of the code working  when  theoptions menvironment   is set authentication type will be set can authenticate through proxy when authentication is knowndidnt get code working that gets authentication type and then connects in  call i have to use  first then call again with authentication type set,0

553,"in  columnstore files were changed to support physical extension see commit  as part of that commit the columnstore code was changed to treat a wtcol page offset of  as a deleted cell so an array of cleared memory would appear as a set of deleted records

that feature was removed in a few months in favor of skiplist inserts see commit  but the code to check for a wtcol page offset of  was left in place

i believe it can be removed",1

554,gostaria de criar o namespace brcomgeckel para hospedar os artefatos criados deste projeto,0

555,"analysis

some files have the incorrect copyrights format
  extstoragesourceslocalstorelocalstorec
  
  examplescexcolstorec

resolution

instead of  it should be  as in ",1

556,enable stack package removal with their dependencies for apt and zypper based systems,0

557,"urlvalidator should ensure that valid urls are also valid as far as javaneturi is concerned

ie if javaneturi fails to parse the url it should not be considered valid

the validator still needs to do additional checks eg to limit which schemes are allowed",0

558,see the issue is that the system libraries that parsenumberfromstring uses do not correctly parse these values  for example  is not parseable on these platformsuser visible impact command line parsing json parsing other,0

559,"
codejava
dec      time elapsed  s   error
dec   javalangillegalargumentexception resource with path containerstxnstandaloneconf could not be found on any of these classloaders 
dec   	at 
dec   	at 
dec   	at 
dec   	at 
dec   	at 
dec   	at 
dec   	at 

code
",1

560,so you can also inject a javautilmap  javautilproperties and have it preloaded with the properties for the given prefix,0

561,orgapachehadoophbasemapreduceexport should allow user to specify a subset of rowsthis capability would help develop solution for problem which produces unwanted rows in meta table eg that must be deletedone such case is we can export the dangling rows from meta delete it and later import the rows to another hbase instance,0

562,"just performed the following events in a fresh build of gnarly
 invalidated cache now one button 
 cleared local  repository folder
 marked default maven central proxy repository blocked
 hit 
the pom was returned

unless i am really confused i believe block setting is not working  i attempted the same test except instead of being blocked i disconnected from the internet and got back the expected  error  i tried again but did not clear cache and was able to see the pom so it was cached
i attempted this in  and experienced the same behavior so do not believe it related to 

no errors in log debug was off during these tests
i did not check  at this time

if this turns out to be notabug i would like to recommend we reevaluate the help and documentation text to be a smidge more clear",0

563,"yum proxy pointing to  fails with a  error when request the repomdxml

  user  get       

  warn  stephenmuss orgsonatypenexusrepositoryhttpbridgeinternalviewservlet  failure servicing get 
javalangnullpointerexception null
at 
at 
at 
at 
at 
at 
at 
at 
at 
at 
at 
at 
at 
at 
at 
at 
at 
at 

